trainer_id,name,"Total Parent 
Response Rate %",Total Teacher Response Rate %,Total Student Response Rate %,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score,domain
25Q219,P.S. 219 PAUL KLAPPER,52,97,97.0,3.6,4.47,3.77,,3.98,3.22,Unknown
25Q237,I.S. 237,62,98,95.0,4.1,3.75,3.85,,2.32,3.12,Unknown
25Q240,VERITAS ACADEMY,35,98,95.0,4.16,4.55,4.01,,3.55,3.57,Unknown
25Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,93,94,87.0,4.33,4.56,2.95,,2.86,4.4,Unknown
25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,85,97,,3.81,3.37,3.84,,4.57,3.5,Unknown
25Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,79,97,,4.3,3.79,4.8,,4.4,3.63,Unknown
25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,44,100,97.0,3.01,3.06,2.98,,2.23,3.02,Unknown
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",56,100,95.0,,,,,,3.58,Unknown
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,74,100,88.0,4.52,4.65,4.49,,4.02,4.76,Unknown
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,43,92,98.0,3.96,3.86,3.64,,3.8,3.52,Unknown
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,27,90,77.0,4.23,4.11,3.35,,4.01,3.9,Unknown
25Q294,BELL ACADEMY,60,96,96.0,4.37,3.71,4.75,,4.0,3.49,Unknown
25Q379,COLLEGE POINT COLLABORATIVE,57,100,99.0,,,,,,,Unknown
25Q425,JOHN BOWNE HIGH SCHOOL,13,65,75.0,4.22,3.4,3.47,,2.59,3.38,Unknown
25Q460,FLUSHING HIGH SCHOOL,40,45,85.0,2.95,3.12,2.25,,1.83,3.02,Unknown
25Q467,FLUSHING YABC,10,81,59.0,4.05,4.35,3.41,,3.66,4.28,Unknown
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",48,73,99.0,4.18,4.23,4.28,,3.89,3.07,Unknown
25Q525,TOWNSEND HARRIS HIGH SCHOOL,30,76,72.0,4.04,2.69,4.8,,3.12,3.18,Unknown
25Q540,QUEENS ACADEMY HIGH SCHOOL,4,80,23.0,2.06,2.44,2.05,,3.47,2.85,Unknown
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,26,100,86.0,4.44,4.01,4.69,,3.78,3.78,Unknown
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,35,100,62.0,4.27,3.37,3.39,,3.33,3.63,Unknown
26Q018,P.S. 018 WINCHESTER,52,97,,4.83,4.85,4.17,,4.49,4.55,Unknown
26Q026,P.S. 026 RUFUS KING,60,79,,3.57,4.23,4.27,,4.49,3.0,Unknown
26Q031,P.S. 031 BAYSIDE,67,79,,4.73,4.52,4.48,,4.4,4.38,Unknown
26Q041,P.S. 041 CROCHERON,66,97,,4.88,4.66,4.8,,4.66,4.61,Unknown
26Q046,P.S. 046 ALLEY POND,47,43,,4.53,3.84,4.42,,4.57,3.8,Unknown
26Q067,J.H.S. 067 LOUIS PASTEUR,68,98,100.0,3.85,4.01,4.24,,3.64,3.83,Unknown
26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,56,89,98.0,,,,,,3.64,Unknown
26Q094,P.S. 094 DAVID D. PORTER,79,60,,4.73,4.07,4.55,,4.49,3.93,Unknown
26Q098,P.S. 098 THE DOUGLASTON SCHOOL,78,100,,3.8,4.13,3.94,,4.4,2.65,Unknown
26Q115,THE JAMES J. AMBROSE SCHOOL,50,84,,4.5,4.0,4.75,,4.4,3.94,Unknown
26Q133,P.S. 133 QUEENS,64,80,,4.03,3.56,4.39,,4.23,3.36,Unknown
26Q158,M.S. 158 MARIE CURIE,39,52,97.0,,,,,,2.21,Unknown
26Q159,P.S. 159,77,98,,4.49,4.05,4.4,,4.57,3.8,Unknown
26Q162,P.S. 162 JOHN GOLDEN,72,74,,2.45,2.78,2.4,,4.1,3.02,Unknown
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,48,54,97.0,2.14,2.14,3.09,,3.03,2.37,Unknown
26Q173,P.S. 173 FRESH MEADOWS,75,100,,,,,,,3.85,Unknown
26Q178,P.S./ IS 178 HOLLISWOOD,59,97,98.0,3.98,3.78,3.89,,3.76,3.02,Unknown
26Q186,P.S. 186 CASTLEWOOD,45,71,,3.55,3.18,4.35,,4.01,2.45,Unknown
26Q188,P.S. 188 KINGSBURY,68,55,,4.25,2.96,4.69,,4.32,3.71,Unknown
26Q191,P.S. 191 MAYFLOWER,66,96,,4.73,4.72,4.93,,4.49,4.51,Unknown
26Q203,P.S. 203 OAKLAND GARDENS,79,100,,4.69,4.09,4.86,,4.23,3.91,Unknown
26Q205,P.S. 205 ALEXANDER GRAHAM BELL,69,96,,4.37,4.48,3.77,,4.18,4.18,Unknown
26Q213,P.S. 213 THE CARL ULLMAN SCHOOL,67,94,,4.6,4.16,4.77,,4.32,3.95,Unknown
26Q216,J.H.S. 216 GEORGE J. RYAN,57,73,96.0,4.52,4.07,4.77,,3.09,3.8,Unknown
26Q221,P.S. 221 THE NORTH HILLS SCHOOL,70,100,,4.87,4.62,4.91,,4.57,4.56,Unknown
26Q266,P.S./I.S. 266,59,92,100.0,2.92,3.96,3.05,,3.89,2.86,Unknown
26Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,51,91,87.0,3.75,3.73,3.32,,4.44,4.21,Unknown
26Q376,P.S. 376,67,100,,,,,,,4.9,Unknown
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,15,87,72.0,,,,,,2.07,Unknown
26Q430,FRANCIS LEWIS HIGH SCHOOL,44,87,88.0,3.72,3.56,3.58,,2.17,3.63,Unknown
26Q435,MARTIN VAN BUREN HIGH SCHOOL,23,81,79.0,3.78,3.79,3.18,,2.59,2.67,Unknown
26Q495,BAYSIDE HIGH SCHOOL,30,90,93.0,3.65,4.17,4.3,,3.15,3.57,Unknown
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",17,74,77.0,2.75,3.51,3.82,,2.94,1.85,Unknown
27Q042,P.S./M.S 042 R. VERNAM,54,100,94.0,3.4,2.88,3.57,,3.25,3.17,Unknown
27Q043,P.S. 043,32,72,71.0,2.56,2.42,2.42,,2.91,2.48,Unknown
27Q045,P.S. 045 CLARENCE WITHERSPOON,88,100,,2.96,3.19,2.49,,3.93,3.72,Unknown
27Q047,P.S. 047 CHRIS GALAS,79,96,100.0,4.75,4.37,4.43,,4.57,4.26,Unknown
27Q051,P.S. 051,77,100,,3.53,3.95,4.86,,4.49,4.48,Unknown
27Q053,M.S. 053 BRIAN PICCOLO,61,96,86.0,3.12,2.82,3.35,,3.22,2.65,Unknown
27Q056,P.S. 056 HARRY EICHLER,70,93,,4.29,4.15,3.72,,4.4,4.62,Unknown
27Q060,P.S. 060 WOODHAVEN,45,49,,,,,,,3.98,Unknown
27Q062,P. S. 62 - CHESTER PARK SCHOOL,93,81,,4.46,4.08,4.06,,4.23,4.24,Unknown
27Q063,P.S. 063 OLD SOUTH,80,94,,4.44,4.17,4.37,,3.89,3.88,Unknown
27Q064,P.S. 064 JOSEPH P. ADDABBO,66,85,,4.03,3.95,3.67,,4.15,4.23,Unknown
27Q065,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,57,86,,,,,,,4.03,Unknown
27Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,86,100,,4.54,4.44,4.51,,4.32,4.29,Unknown
27Q090,P.S. 090 HORACE MANN,62,78,,3.77,4.16,3.75,,4.06,3.3,Unknown
27Q096,P.S. 096,64,100,,2.98,3.09,4.36,,4.06,3.13,Unknown
27Q097,P.S. 097 FOREST PARK,64,89,,3.52,2.98,3.78,,4.01,3.62,Unknown
27Q100,P.S. 100 GLEN MORRIS,80,62,,3.9,3.87,3.88,,4.15,4.03,Unknown
27Q104,P.S. 104 THE BAYS WATER,58,100,,4.25,4.09,4.05,,4.23,4.03,Unknown
27Q105,P.S. 105 THE BAY SCHOOL,45,80,96.0,3.25,3.24,3.1,,3.67,3.49,Unknown
27Q106,LIGHTHOUSE ELEMENTARY SCHOOL,41,68,,3.35,2.68,2.47,,3.76,3.15,Unknown
27Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,86,100,,3.72,3.73,4.15,,4.4,3.73,Unknown
27Q114,P.S./M.S. 114 BELLE HARBOR,77,100,98.0,4.62,4.21,4.03,,4.15,3.73,Unknown
27Q123,P.S. 123,85,98,,3.42,3.82,4.42,,4.06,3.52,Unknown
27Q124,P.S. 124 OSMOND A CHURCH,69,78,99.0,3.52,3.14,3.06,,3.42,3.2,Unknown
27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,40,76,91.0,3.96,4.38,4.34,,2.87,3.63,Unknown
27Q146,P.S. 146 HOWARD BEACH,65,96,99.0,4.11,3.94,4.04,,4.32,3.54,Unknown
27Q155,P.S. 155,65,57,,,,,,,4.29,Unknown
27Q183,P.S. 183 DR. RICHARD R. GREEN,32,84,78.0,,,,,,2.81,Unknown
27Q197,P.S. 197 THE OCEAN SCHOOL,62,98,,3.98,3.81,3.6,,3.59,3.61,Unknown
27Q202,J.H.S. 202 ROBERT H. GODDARD,73,97,96.0,4.42,4.19,4.0,,3.57,3.76,Unknown
27Q207,P.S. 207 ROCKWOOD PARK,76,87,100.0,4.06,3.86,3.47,,3.98,3.49,Unknown
27Q210,J.H.S. 210 ELIZABETH BLACKWELL,59,95,95.0,2.74,2.97,2.64,,1.63,2.67,Unknown
27Q223,P.S. 223 LYNDON B. JOHNSON,46,74,,3.16,3.91,3.03,,4.06,3.14,Unknown
27Q226,J.H.S. 226 VIRGIL I. GRISSOM,62,100,98.0,3.56,3.84,3.28,,2.57,2.84,Unknown
27Q232,P.S. 232 LINDENWOOD,93,77,100.0,4.63,4.43,4.83,,3.98,4.0,Unknown
27Q253,P.S. 253,48,71,,3.81,3.7,3.52,,4.23,3.64,Unknown
27Q254,P.S. 254 - THE ROSA PARKS SCHOOL,68,93,,3.79,3.87,4.12,,4.32,4.05,Unknown
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,27,93,80.0,3.58,3.47,3.29,,1.52,1.91,Unknown
27Q261,VOYAGES PREP - SOUTH QUEENS,2,100,17.0,4.07,3.8,3.44,,3.78,4.91,Unknown
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,68,97,95.0,4.41,3.57,4.28,,3.58,3.62,Unknown
27Q273,P.S. 273,63,78,,4.51,3.9,3.71,,4.4,4.05,Unknown
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,90,83,97.0,3.84,3.56,4.43,,4.32,3.92,Unknown
27Q297,HAWTREE CREEK MIDDLE SCHOOL,79,100,94.0,4.65,4.62,4.59,,4.78,4.44,Unknown
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",22,97,68.0,4.78,4.29,4.06,,4.12,4.46,Unknown
27Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,88,97,,4.14,3.96,4.08,,4.23,2.98,Unknown
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,55,95,91.0,4.37,4.54,4.37,,3.71,3.78,Unknown
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,10,92,48.0,3.5,3.61,3.05,,3.51,3.54,Unknown
27Q314,EPIC HIGH SCHOOL - SOUTH,22,96,60.0,3.75,3.66,3.05,,3.58,4.28,Unknown
27Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,100,100,,4.59,4.38,4.6,,4.49,3.98,Unknown
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,58,98,,4.91,4.55,3.79,,4.83,4.75,Unknown
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,47,100,91.0,4.49,4.3,4.16,,4.02,4.16,Unknown
27Q319,VILLAGE ACADEMY,69,100,99.0,,,,,,4.12,Unknown
27Q323,SCHOLARS' ACADEMY,53,100,89.0,4.17,3.62,4.7,,4.15,3.47,Unknown
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,40,76,83.0,3.68,3.56,3.15,,2.51,3.53,Unknown
27Q333,GOLDIE MAPLE ACADEMY,44,63,84.0,1.99,2.38,2.19,,3.08,1.8,Unknown
27Q334,EPIC HIGH SCHOOL - NORTH,31,100,80.0,2.54,3.49,3.22,,4.26,3.08,Unknown
27Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,44,85,79.0,2.8,3.29,3.06,,2.16,2.61,Unknown
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,59,97,,4.45,4.05,4.13,,4.49,4.25,Unknown
27Q377,P.S. 377,85,100,,,,,,,4.45,Unknown
27Q400,AUGUST MARTIN HIGH SCHOOL,55,100,93.0,4.5,4.44,3.92,,4.28,3.95,Unknown
27Q475,RICHMOND HILL HIGH SCHOOL,15,90,65.0,4.17,4.1,3.83,,3.72,3.44,Unknown
27Q480,JOHN ADAMS HIGH SCHOOL,32,91,79.0,4.1,3.75,3.86,,3.24,2.88,Unknown
27Q487,JOHN ADAMS YABC,8,86,58.0,3.65,3.13,3.64,,2.21,3.0,Unknown
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",14,61,81.0,4.55,3.74,4.36,,4.0,3.74,Unknown
28Q008,J.H.S. 008 RICHARD S. GROSSLEY,58,100,97.0,3.53,3.63,3.49,,2.3,3.43,Unknown
28Q040,P.S. 040 SAMUEL HUNTINGTON,81,82,,3.96,4.06,3.71,,4.4,4.34,Unknown
28Q048,P.S. 048 WILLIAM WORDSWORTH,41,67,,3.21,3.35,3.22,,4.06,2.95,Unknown
28Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,23,80,,4.19,3.59,3.99,,4.23,3.83,Unknown
28Q054,P.S. 054 HILLSIDE,60,69,,3.49,3.61,3.69,,4.32,2.95,Unknown
28Q055,P.S. 055 MAURE,87,90,,4.02,3.87,3.65,,3.98,4.57,Unknown
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,12,42,86.0,2.93,2.82,3.33,,,,Unknown
28Q080,PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,47,69,,3.21,2.87,2.78,,3.89,2.8,Unknown
28Q082,P.S. 082 HAMMOND,68,78,,2.95,3.42,3.36,,3.98,2.55,Unknown
28Q086,P.S. Q086,68,95,,3.84,2.85,3.59,,3.55,2.71,Unknown
28Q099,P.S. 099 KEW GARDENS,45,91,99.0,4.63,4.25,4.47,,4.4,4.17,Unknown
28Q101,P.S. 101 SCHOOL IN THE GARDENS,67,90,100.0,4.37,3.82,4.67,,4.32,3.86,Unknown
28Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL,66,76,,3.93,3.54,3.25,,3.98,2.79,Unknown
28Q121,P.S. 121 QUEENS,70,100,,4.55,4.37,4.85,,4.32,4.14,Unknown
28Q139,P.S. 139 REGO PARK,88,98,,3.55,3.3,3.31,,3.81,2.35,Unknown
28Q140,P.S. 140 EDWARD K ELLINGTON,72,97,,3.81,3.8,3.32,,3.5,3.53,Unknown
28Q144,P.S. 144 COL JEROMUS REMSEN,71,91,,4.04,4.14,3.72,,4.32,4.61,Unknown
28Q157,J.H.S. 157 STEPHEN A. HALSEY,59,82,94.0,4.28,3.72,4.73,,3.09,3.81,Unknown
28Q160,P.S. 160 WALTER FRANCIS BISHOP,42,77,,3.78,3.7,3.19,,3.81,3.69,Unknown
28Q161,P.S. 161 ARTHUR ASHE SCHOOL,75,100,,4.53,4.23,4.88,,4.32,4.1,Unknown
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,53,88,86.0,4.34,3.93,3.9,,3.94,3.83,Unknown
28Q174,P.S. 174 WILLIAM SIDNEY MOUNT,37,60,,2.94,2.74,3.2,,4.49,2.32,Unknown
28Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,61,75,,4.06,3.9,3.88,,3.76,4.22,Unknown
28Q182,P.S. 182 SAMANTHA SMITH,70,80,,3.76,3.64,3.59,,4.15,3.75,Unknown
28Q190,J.H.S. 190 RUSSELL SAGE,59,87,99.0,3.25,2.84,3.3,,2.06,2.27,Unknown
28Q196,P.S. 196 GRAND CENTRAL PARKWAY,78,100,,4.71,4.35,4.93,,4.49,4.53,Unknown
28Q206,P.S. 206 THE HORACE HARDING SCHOOL,62,84,,3.85,3.82,3.3,,3.84,4.16,Unknown
28Q217,J.H.S. 217 ROBERT A. VAN WYCK,49,84,88.0,4.3,3.83,4.72,,2.95,3.74,Unknown
28Q220,P.S. 220 EDWARD MANDEL,73,50,,4.33,3.73,4.12,,4.23,3.9,Unknown
28Q284,YORK EARLY COLLEGE ACADEMY,60,91,95.0,3.7,3.86,4.01,,4.08,4.1,Unknown
28Q287,THE EMERSON SCHOOL,33,80,91.0,,,,,,3.12,Unknown
28Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,97,93,,4.99,4.39,4.98,,4.4,4.5,Unknown
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,18,88,86.0,3.41,3.39,3.44,,2.51,3.28,Unknown
28Q312,JAMAICA CHILDREN'S SCHOOL,78,100,,,,,,,4.52,Unknown
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,36,100,75.0,4.82,4.79,4.52,,3.87,4.36,Unknown
28Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,8,90,17.0,4.85,4.52,3.62,,4.34,4.07,Unknown
28Q332,REDWOOD MIDDLE SCHOOL,39,92,94.0,2.84,2.86,3.04,,3.03,2.57,Unknown
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,21,100,54.0,3.94,4.04,3.28,,4.0,4.83,Unknown
28Q349,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,90,91,,3.75,3.82,4.0,,4.4,2.88,Unknown
28Q350,JAMAICA GATEWAY TO THE SCIENCES,24,94,89.0,4.48,4.07,4.11,,3.94,3.82,Unknown
28Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,59,89,,3.5,3.87,4.76,,4.32,3.78,Unknown
28Q358,M.S. 358,99,93,100.0,4.2,3.9,4.03,,3.83,4.25,Unknown
28Q440,FOREST HILLS HIGH SCHOOL,17,62,58.0,3.22,2.86,3.37,,2.02,1.83,Unknown
28Q505,HILLCREST HIGH SCHOOL,19,66,66.0,3.53,3.31,4.29,,2.52,3.33,Unknown
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,65,96,85.0,3.37,4.29,3.52,,2.52,3.03,Unknown
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,25,95,97.0,2.6,2.88,3.5,,2.02,1.39,Unknown
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,30,94,91.0,3.59,3.54,3.53,,3.6,3.51,Unknown
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,23,89,95.0,2.93,2.98,3.43,,3.46,3.0,Unknown
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,13,100,84.0,3.36,3.5,3.3,,3.47,3.27,Unknown
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",44,92,71.0,4.33,4.36,3.93,,3.38,3.85,Unknown
29Q015,P.S. 015 JACKIE ROBINSON,52,82,,3.4,3.78,3.99,,4.15,3.93,Unknown
29Q033,P.S. 033 EDWARD M. FUNK,60,94,,3.55,3.78,3.67,,4.23,4.37,Unknown
29Q034,P.S. 034 JOHN HARVARD,50,50,,3.06,3.21,3.76,,3.81,2.9,Unknown
29Q035,P.S. 035 NATHANIEL WOODHULL,43,91,,2.79,2.85,2.56,,3.76,3.23,Unknown
29Q036,P.S. 036 SAINT ALBANS SCHOOL,60,68,,3.38,3.07,3.11,,4.32,3.51,Unknown
29Q037,CYNTHIA JENKINS SCHOOL,56,35,,2.63,2.74,2.56,,2.74,2.65,Unknown
29Q038,P.S. 038 ROSEDALE,72,76,,2.98,3.25,3.34,,4.44,4.31,Unknown
29Q052,P.S. 052 QUEENS,39,100,,2.83,3.0,2.03,,3.84,3.87,Unknown
29Q059,I.S. 059 SPRINGFIELD GARDENS,28,93,91.0,3.54,3.94,3.48,,4.02,3.17,Unknown
29Q095,P.S. 095 EASTWOOD,100,100,,4.53,4.32,4.33,,4.74,4.41,Unknown
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,22,62,92.0,3.39,3.43,3.86,,2.77,3.07,Unknown
29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,31,100,96.0,2.69,3.04,3.13,,3.59,2.66,Unknown
29Q118,P.S. 118 LORRAINE HANSBERRY,55,62,,2.95,2.86,2.29,,3.5,2.31,Unknown
29Q131,P.S. 131 ABIGAIL ADAMS,81,100,,3.03,3.73,3.74,,3.89,3.08,Unknown
29Q132,P.S. 132 RALPH BUNCHE,91,94,,3.99,3.93,3.72,,4.66,4.48,Unknown
29Q134,P.S. 134 HOLLIS,48,91,,2.39,2.78,2.3,,3.16,2.45,Unknown
29Q135,THE BELLAIRE SCHOOL,44,85,,3.12,3.6,3.39,,3.93,3.46,Unknown
29Q136,P.S. 136 ROY WILKINS,51,74,,4.24,3.98,3.98,,3.89,4.08,Unknown
29Q138,P.S./M.S. 138 SUNRISE,35,90,93.0,3.94,4.0,3.89,,3.93,3.68,Unknown
29Q147,P.S./M.S. 147 RONALD MCNAIR,34,83,81.0,3.32,3.57,3.51,,3.76,3.69,Unknown
29Q156,P.S. 156 LAURELTON,56,94,,3.39,3.44,2.99,,3.55,3.03,Unknown
29Q176,P.S. 176 CAMBRIA HEIGHTS,33,65,,2.63,1.93,3.49,,3.76,2.6,Unknown
29Q181,P.S. 181 BROOKFIELD,54,65,,,,,,,3.36,Unknown
29Q192,I.S. 192 THE LINDEN,94,55,82.0,3.69,3.97,3.8,,4.38,4.25,Unknown
29Q195,P.S. 195 WILLIAM HABERLE,80,89,,3.69,3.82,3.35,,4.61,4.35,Unknown
29Q208,P.S./I.S. 208,67,81,100.0,,,,,,3.34,Unknown
29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,44,100,91.0,3.18,3.34,3.31,,2.87,3.15,Unknown
29Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,31,88,81.0,3.96,3.88,3.59,,3.61,4.39,Unknown
29Q248,QUEENS PREPARATORY ACADEMY,28,73,66.0,2.56,2.74,2.98,,3.54,2.1,Unknown
29Q251,P.S. 251 QUEENS,40,81,,3.27,3.41,3.28,,3.93,3.71,Unknown
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,27,97,76.0,,,,,,3.66,Unknown
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,13,90,81.0,,,,,,3.81,Unknown
29Q268,P.S./I.S. 268,50,77,92.0,3.71,3.93,3.86,,4.15,3.82,Unknown
29Q270,THE GORDON PARKS SCHOOL,59,78,86.0,3.39,3.54,3.41,,3.59,3.07,Unknown
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,23,77,74.0,3.58,3.37,2.88,,3.64,3.32,Unknown
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,11,94,69.0,3.05,3.11,3.64,,2.31,2.46,Unknown
29Q289,QUEENS UNITED MIDDLE SCHOOL,26,91,73.0,3.25,3.11,3.95,,1.38,2.54,Unknown
29Q295,P.S./I.S. 295,64,80,100.0,3.35,2.72,3.37,,3.72,2.99,Unknown
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,56,93,70.0,3.48,3.19,2.57,,3.22,3.67,Unknown
29Q326,CAMBRIA HEIGHTS ACADEMY,53,100,91.0,3.82,3.61,3.42,,4.06,3.84,Unknown
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,30,97,76.0,2.35,3.13,3.11,,3.29,2.47,Unknown
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,42,91,88.0,4.21,3.96,3.25,,3.85,4.23,Unknown
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,18,100,95.0,2.85,2.46,2.66,,3.86,3.25,Unknown
29Q360,P.S. 360,82,100,,4.11,4.25,3.58,,4.32,4.35,Unknown
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",44,100,80.0,3.51,3.63,3.74,,3.15,3.36,Unknown
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,62,96,85.0,3.0,3.68,3.19,,4.05,3.21,Unknown
30Q002,P.S. 002 ALFRED ZIMBERG,43,100,,4.59,3.71,4.48,,3.72,3.76,Unknown
30Q010,I.S. 010 HORACE GREELEY,72,100,97.0,3.79,3.74,3.58,,3.28,3.92,Unknown
30Q011,P.S. 011 KATHRYN PHELAN,39,97,94.0,,,,,,4.06,Unknown
30Q017,P.S. 017 HENRY DAVID THOREAU,68,76,,2.78,3.38,2.84,,3.93,3.89,Unknown
30Q069,P.S. 069 JACKSON HEIGHTS,90,100,,3.73,3.97,3.57,,4.23,4.18,Unknown
30Q070,P.S. 070,44,59,,3.54,3.47,4.15,,3.81,2.79,Unknown
30Q076,P.S. 076 WILLIAM HALLET,44,83,,3.21,2.97,2.16,,4.23,3.86,Unknown
30Q078,P.S./I.S. 78Q,35,71,97.0,3.43,3.78,3.82,,4.23,2.53,Unknown
30Q084,P.S. 084 STEINWAY,80,100,,3.65,3.79,4.52,,3.93,3.73,Unknown
30Q085,P.S. 085 JUDGE CHARLES VALLONE,73,82,,3.64,3.95,3.31,,4.15,3.32,Unknown
30Q092,P.S. 092 HARRY T. STEWART SR.,96,92,,3.51,2.89,3.22,,3.76,3.74,Unknown
30Q111,P.S. 111 JACOB BLACKWELL,67,98,100.0,3.63,3.92,3.34,,3.76,3.54,Unknown
30Q112,P.S. 112 DUTCH KILLS,79,100,,3.52,3.99,3.71,,4.18,4.29,Unknown
30Q122,P.S. 122 MAMIE FAY,85,95,99.0,4.41,3.82,4.04,,3.47,3.71,Unknown
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,28,90,91.0,3.54,3.75,4.18,,2.46,3.42,Unknown
30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,54,66,94.0,3.39,3.28,3.41,,3.25,3.42,Unknown
30Q141,I.S. 141 THE STEINWAY,100,100,97.0,,,,,,4.1,Unknown
30Q145,I.S. 145 JOSEPH PULITZER,90,97,99.0,3.78,3.6,3.51,,3.22,3.27,Unknown
30Q148,P.S. 148 QUEENS,73,92,,3.46,3.55,3.1,,3.76,4.13,Unknown
30Q149,P.S. 149 CHRISTA MCAULIFFE,63,95,,,,,,,3.82,Unknown
30Q150,P.S. 150 QUEENS,64,83,100.0,3.67,3.74,3.5,,3.93,2.8,Unknown
30Q151,P.S. 151 MARY D. CARTER,49,83,,4.08,3.78,3.73,,4.15,3.96,Unknown
30Q152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,54,68,,4.21,3.72,4.1,,4.01,3.76,Unknown
